,percent_hispanic,percent_non_hispanic_american_indianalaska_native,percent_non_hispanic_asian,percent_non_hispanic_black,percent_non_hispanic_native_hawaiianpacific_islander,percent_non_hispanic_white,social_vulnerability_index,cvac_level_of_concern_for_vaccination_rollout,actual_y,predict_y
1610,0.0025,0.0001,0.0055,0.3664,0.0,0.6159,0.91,0.9,0.26,0.23978282313967075
1611,0.0221,0.0059,0.0029,0.0151,0.0019,0.9414,0.39,0.72,0.15,0.21240518180719578
1612,0.0649,0.0158,0.0099,0.0211,0.0003,0.8691,0.37,0.27,0.12,0.1849881805859669
1613,0.0452,0.003,0.0035,0.0035,0.0009,0.9321,0.14,0.31,0.12,0.18700857126538317
1614,0.0154,0.0013,0.0077,0.7234,0.0003,0.245,0.87,0.77,0.27,0.2434670620991917
1615,0.0263,0.0012,0.0014,0.2987,0.0012,0.6459999999999999,0.87,0.91,0.29,0.23501758043777882
1616,0.0024,0.0005,0.0,0.3469,0.0,0.6436,0.63,0.88,0.29,0.23650499403785344
1617,0.0722,0.0015,0.006,0.7896,0.0,0.1298,0.96,0.97,0.27,0.2516496841367147
1618,0.0337,0.002,0.0208,0.0642,0.0,0.8602,0.39,0.27,0.12,0.1843107934393341
1619,0.0209,0.0051,0.0077,0.0432,0.0033,0.9019,0.32,0.65,0.15,0.2068035691708928
1620,0.0318,0.0031,0.0106,0.0093,0.0,0.9352,0.15,0.17,0.12,0.17979595763764106
1621,0.0585,0.003,0.006,0.5617,0.0,0.3621,0.99,0.92,0.27,0.24295050333387724
1622,0.0347,0.0048,0.006,0.0138,0.0,0.9257,0.21,0.29,0.11,0.18710420784188486
1623,0.0159,0.005,0.0032,0.5402,0.0,0.4338,0.99,0.9,0.27,0.24764348033295164
1624,0.0208,0.0028,0.0016,0.0044,0.0,0.9605,0.07,0.23,0.12,0.18553554335820394
1625,0.0162,0.001,0.0056,0.72,0.0,0.2514,0.98,0.94,0.3,0.25329382748394935
1626,0.0311,0.0023,0.0013,0.0571,0.0009,0.8666,0.62,0.66,0.17,0.20988666199394077
1627,0.016,0.0036,0.0003,0.0715,0.0003,0.9002,0.55,0.62,0.27,0.2135959464802434
1628,0.0204,0.0014,0.0102,0.4373,0.0002,0.5174,0.8,0.73,0.27,0.229081050805988
1629,0.0139,0.0004,0.0015,0.3965,0.0,0.5802,0.73,0.98,0.29,0.2422364330310818
1630,0.0035,0.0021,0.0002,0.004,0.0,0.9817,0.19,0.13,0.11,0.1852981193482999
1631,0.0456,0.0004,0.0171,0.0276,0.0,0.8865,0.25,0.38,0.12,0.1854512860443872
1632,0.0293,0.0022,0.0085,0.3715,0.0,0.5691,0.94,0.81,0.28,0.23158727398791853
1633,0.0065,0.0005,0.0,0.3546,0.0,0.6325,0.67,0.94,0.28,0.23970396804050997
1634,0.0465,0.0567,0.0051,0.417,0.0,0.4702,0.99,0.99,0.29,0.24794278469531314
1635,0.0275,0.0014,0.0116,0.2072,0.0003,0.7393,0.31,0.45,0.26,0.20062266733771622
1636,0.0096,0.0,0.014,0.7839,0.0,0.1899,0.97,0.95,0.29,0.2534356316927544
1637,0.0035,0.0,0.0012,0.6129,0.0,0.377,0.84,0.98,0.29,0.2523119570965807
1638,0.0213,0.1645,0.0054,0.2095,0.0003,0.5827,0.97,0.98,0.29,0.25045198175596367
1639,0.0244,0.0119,0.0025,0.0093,0.0008,0.9374,0.6,0.63,0.17,0.21122880508772404
1640,0.0317,0.0168,0.0,0.0,0.0,0.9303,0.04,0.14,0.26,0.18021915685537196
1641,0.0494,0.014,0.0063,0.0007,0.0005,0.903,0.25,0.28,0.22,0.1847606432954883
1642,0.0273,0.0057,0.0031,0.0074,0.0,0.9425,0.34,0.39,0.17,0.19532566853713135
1643,0.0175,0.0002,0.0001,0.0149,0.0,0.9539,0.46,0.85,0.19,0.2193806089694698
1644,0.0283,0.014,0.006999999999999999,0.0034,0.0005,0.9276,0.09,0.1,0.24,0.1771573897421537
1645,0.0226,0.0027,0.0021,0.0005,0.0,0.9455,0.64,0.61,0.17,0.208325229533395
1646,0.0227,0.0036,0.0006,0.0009,0.0,0.9426,0.08,0.17,0.22,0.1806129016121497
1647,0.0214,0.003,0.0066,0.0151,0.0004,0.9372,0.16,0.41,0.16,0.19251319418599513
1648,0.0226,0.0037,0.0084,0.0088,0.0,0.9413,0.63,0.85,0.17,0.21819550683558925
1649,0.0543,0.0198,0.0003,0.0,0.0016,0.8882,0.21,0.33,0.26,0.1876383828247168
1650,0.0248,0.0032,0.0028,0.0191,0.0002,0.9303,0.29,0.64,0.17,0.20541499763363855
1651,0.0372,0.0051,0.0203,0.0324,0.0004,0.8753,0.44,0.61,0.16,0.19790163281031833
1652,0.0109,0.0,0.0061,0.0046,0.0005,0.962,0.56,0.78,0.16,0.21564139897471515
1653,0.0244,0.0056,0.0064,0.0028,0.0005,0.9407,0.62,0.87,0.16,0.21902833228642077
1654,0.0218,0.0085,0.0007,0.2441,0.0004,0.7147,0.91,0.93,0.19,0.23787282401930857
1655,0.0214,0.0094,0.0084,0.0036,0.0003,0.9371,0.66,0.7,0.17,0.21195331239821202
1656,0.0266,0.0318,0.0081,0.0,0.0,0.9301,0.02,0.25,0.26,0.18577512879527658
1657,0.0333,0.0164,0.0066,0.0027,0.0007,0.9137,0.13,0.06,0.22,0.1749366096843674
1658,0.0663,0.0017,0.0059,0.1022,0.0,0.8037,0.96,0.87,0.19,0.2230408502092254
1659,0.015,0.0066,0.0062,0.0195,0.0002,0.936,0.59,0.76,0.16,0.21566835834634007
1660,0.0216,0.0065,0.0072,0.0054,0.0,0.9392,0.45,0.73,0.17,0.21018740329087582
1661,0.0188,0.0035,0.0,0.1531,0.0,0.7986,0.9,0.92,0.19,0.2322338161714385
1662,0.0128,0.0094,0.0038,0.0073,0.0,0.9449,0.5,0.78,0.17,0.2153906251791385
1663,0.0106,0.0099,0.0065,0.0106,0.0005,0.9583,0.2,0.6,0.16,0.20471383561439488
1664,0.0008,0.0075,0.0,0.0,0.0,0.9684,0.05,0.39,0.26,0.19333004652702473
1665,0.0379,0.2233,0.0037,0.0032,0.0,0.6918,0.7,0.32,0.27,0.2113525374775567
1666,0.0,0.001,0.0,0.0,0.0,0.9927,0.53,0.7,0.16,0.2161025537469931
1667,0.0456,0.0203,0.0074,0.0055,0.0001,0.9044,0.53,0.28,0.22,0.19082229615799282
1668,0.0082,0.0012,0.0003,0.0018,0.0,0.985,0.05,0.6,0.15,0.2038675260472877
1669,0.0327,0.019,0.0183,0.006,0.0007,0.8924,0.18,0.15,0.24,0.1750382178573811
1670,0.0231,0.0071,0.0023,0.002,0.0009,0.948,0.35,0.53,0.15,0.20219585050549158
1671,0.0308,0.026,0.009000000000000001,0.0,0.0,0.9112,0.36,0.46,0.26,0.19642789581367293
1672,0.0373,0.0076,0.0135,0.0039,0.0001,0.9161,0.04,0.14,0.22,0.1738730576161119
1673,0.0233,0.0005,0.0171,0.0736,0.0004,0.8595,0.41,0.4,0.16,0.19219385831227598
1674,0.0247,0.0049,0.0019,0.0132,0.0,0.9366,0.26,0.7,0.16,0.20796842812200866
1675,0.0053,0.0004,0.0,0.0255,0.0,0.9496,0.19,0.59,0.17,0.204613148223327
1676,0.0183,0.0149,0.0048,0.0015,0.0011,0.9404,0.49,0.8,0.18,0.2161332039362114
1677,0.001,0.0,0.0,0.0068,0.0,0.9923,0.01,0.3,0.26,0.1913865725896335
1678,0.0231,0.0037,0.0041,0.1163,0.0,0.8324,0.78,0.64,0.16,0.21563846691925026
1679,0.0636,0.6426,0.0009,0.0003,0.0004,0.2677,0.83,0.72,0.26,0.26705628806358017
1680,0.0174,0.0162,0.0027,0.0003,0.0,0.9478,0.47,0.67,0.17,0.21121687348273466
1681,0.0245,0.0075,0.0037,0.0058,0.0001,0.9311,0.62,0.65,0.17,0.20949922408197966
1682,0.1121,0.0088,0.0242,0.1066,0.0058,0.6938,0.65,0.8,0.17,0.20230186243289822
1683,0.0174,0.0019,0.005,0.0072,0.0001,0.9502,0.15,0.45,0.16,0.19444327250613797
1684,0.0204,0.1517,0.001,0.0013,0.0,0.8118,0.83,0.4,0.27,0.21692942493266468
1685,0.0898,0.003,0.0181,0.2314,0.0031,0.6219,0.54,0.62,0.15,0.2021299857773016
1686,0.0212,0.0171,0.0074,0.0218,0.0,0.9101,0.83,0.94,0.18,0.22635495728024646
1687,0.0866,0.0009,0.0066,0.035,0.0003,0.8492,0.8,0.84,0.17,0.21469691780948089
1688,0.0207,0.0051,0.0038,0.0091,0.0021,0.9406,0.64,0.82,0.15,0.21919157229589808
1689,0.068,0.0035,0.0216,0.0596,0.0021,0.8112,0.14,0.42,0.14,0.1820136771644441
1690,0.0487,0.0019,0.0006,0.0273,0.0,0.9162,0.51,0.83,0.15,0.2176478706534093
1691,0.035,0.0093,0.0053,0.0011,0.0,0.9295,0.19,0.2,0.24,0.18240948512532915
1692,0.0342,0.0074,0.0009,0.0063,0.0017,0.918,0.29,0.29,0.26,0.18857603573458484
1693,0.0458,0.2313,0.0028,0.003,0.0013,0.6504,0.65,0.37,0.24,0.21005396111633803
1694,0.0329,0.0012,0.0254,0.0439,0.0003,0.8714,0.04,0.32,0.12,0.17806564036051606
1695,0.018000000000000002,0.0018,0.0027,0.0055,0.0,0.9484,0.76,0.93,0.18,0.22496013427674622
1696,0.0201,0.0004,0.0021,0.0037,0.0,0.9516,0.76,0.89,0.15,0.22324184813575948
1697,0.0448,0.002,0.0004,0.0002,0.0,0.9246,0.17,0.23,0.22,0.18261308748812227
1698,0.0047,0.0077,0.0,0.0421,0.0024,0.9262,0.45,0.82,0.16,0.22087250705287062
1699,0.0309,0.004,0.0031,0.0045,0.0012,0.9334,0.07,0.35,0.22,0.1879809578614118
1700,0.021,0.0072,0.0064,0.0577,0.0002,0.8848,0.56,0.67,0.17,0.2110611876582231
1701,0.0374,0.0587,0.0162,0.0,0.0,0.8877,0.08,0.21,0.26,0.18352183615266465
1702,0.0246,0.0131,0.0028,0.0041,0.0,0.9426,0.04,0.1,0.22,0.17900406876822175
1703,0.0159,0.002,0.0049,0.0141,0.0,0.9472,0.53,0.72,0.17,0.21285555774133258
1704,0.0178,0.0054,0.0027,0.0111,0.0006,0.9436,0.78,0.75,0.18,0.21862897841796267
1705,0.0804,0.013,0.0113,0.0183,0.0013,0.8417,0.66,0.69,0.17,0.20384818539885446
1706,0.1158,0.0264,0.0151,0.0182,0.0222,0.7727,0.86,0.95,0.15,0.2206267021805331
1707,0.0229,0.0042,0.0108,0.0056,0.0,0.9515,0.23,0.61,0.18,0.20182328347134207
1708,0.0259,0.0079,0.0053,0.0894,0.0028,0.8381,0.41,0.86,0.17,0.21780136049048882
1709,0.0143,0.0048,0.0034,0.0041,0.0,0.9591,0.09,0.49,0.15,0.1968256377812663
1710,0.0184,0.0056,0.0062,0.0253,0.0011,0.9236,0.37,0.71,0.16,0.20966682703267703
1711,0.0173,0.0021,0.0137,0.0276,0.0013,0.9259,0.22,0.76,0.16,0.2076629825118719
1712,0.0328,0.6434,0.0004,0.0028,0.0009,0.2994,0.86,0.63,0.24,0.26756891573294644
1713,0.0246,0.004,0.0042,0.0126,0.0001,0.9352,0.6,0.63,0.17,0.20908491435333465
1714,0.0048,0.0021,0.0013,0.001,0.0,0.9596,0.58,0.78,0.16,0.2162927155506627
1715,0.0199,0.0041,0.004,0.057,0.0019,0.8778,0.39,0.75,0.17,0.21150443915883513
1716,0.0168,0.0063,0.0048,0.034,0.0005,0.9291,0.39,0.88,0.16,0.21981704663256474
1717,0.0517,0.3686,0.0104,0.0017,0.0,0.5483,0.61,0.59,0.26,0.23294393487086942
1718,0.0178,0.0043,0.0065,0.0374,0.0011,0.9004,0.55,0.6,0.16,0.20614332275450595
1719,0.0187,0.0017,0.0,0.0017,0.0,0.9387,0.64,0.86,0.18,0.21881876188218716
1720,0.0199,0.001,0.0175,0.0003,0.0,0.9435,0.02,0.29,0.26,0.18012928154420826
1721,0.0289,0.0013,0.0429,0.2409,0.0003,0.6604,0.26,0.33,0.12,0.18195865050013907
1722,0.0145,0.0062,0.004,0.0069,0.0022,0.9505,0.71,0.92,0.18,0.2256251325611742
1723,0.0295,0.003,0.0057,0.0069,0.0,0.9334,0.15,0.45,0.15,0.19262410019280704
1724,0.0289,0.0024,0.0053,0.022,0.0023,0.9197,0.39,0.59,0.16,0.20399521266307957
1725,0.0153,0.0005,0.0015,0.0054,0.0,0.964,0.22,0.48,0.16,0.19881360659259664
1726,0.0354,0.5004,0.001,0.004,0.0,0.4456,0.92,0.66,0.27,0.25791498930991963
1727,0.0128,0.0016,0.008,0.0,0.0,0.9776,0.08,0.2,0.26,0.18376460540038844
1728,0.0592,0.0099,0.0099,0.0138,0.0002,0.8879,0.82,0.63,0.15,0.20751300111294438
1729,0.0255,0.0069,0.0361,0.0222,0.0,0.8873,0.66,0.69,0.15,0.20060075023971624
1730,0.0263,0.1827,0.0056,0.0024,0.0003,0.7692,0.48,0.54,0.27,0.2181809339195556
1731,0.0466,0.0138,0.0016,0.0005,0.0,0.9264,0.05,0.27,0.27,0.18512683732734597
1732,0.0,0.0,0.0552,0.0,0.0,0.9448,0.0,0.38,0.27,0.17361987263921919
1733,0.0257,0.0011,0.0,0.0007,0.0,0.9619,0.75,0.89,0.18,0.22481200736248916
1734,0.0157,0.0033,0.0052,0.0439,0.0002,0.9177,0.7,0.61,0.18,0.21190012910888878
1735,0.0196,0.0025,0.0081,0.0094,0.0001,0.9441,0.19,0.48,0.15,0.19536897428302563
1736,0.0346,0.0186,0.0076,0.0075,0.0,0.9012,0.47,0.36,0.22,0.1925065351260868
1737,0.0358,0.0154,0.0,0.0,0.0,0.9268,0.02,0.34,0.27,0.18810021877338495
1738,0.0301,0.0336,0.0042,0.0031,0.0001,0.9011,0.35,0.49,0.24,0.19963062416095792
1739,0.0128,0.0102,0.0103,0.003,0.0,0.9546,0.51,0.93,0.15,0.22127167163098616
1740,0.0261,0.0,0.0,0.2717,0.0001,0.6852,0.93,0.89,0.19,0.23543286268363203
1741,0.0176,0.0064,0.0025,0.0041,0.0,0.9431,0.63,0.86,0.15,0.21998797478278262
1742,0.0139,0.0011,0.0021,0.0213,0.0029,0.9424,0.79,0.86,0.18,0.22512946914911575
1743,0.0231,0.0,0.0047,0.0055,0.0,0.9575,0.3,0.76,0.16,0.21089632814753004
1744,0.0225,0.003,0.0035,0.0725,0.0008,0.8806,0.54,0.88,0.17,0.2219776675571711
1745,0.0157,0.0055,0.0018,0.006,0.0011,0.9593,0.47,0.84,0.16,0.21943494465682567
1746,0.0313,0.0124,0.004,0.002,0.0024,0.9262,0.42,0.35,0.24,0.19406577228278668
1747,0.0213,0.0117,0.0065,0.0022,0.0,0.9428,0.67,0.67,0.18,0.2121524873175996
1748,0.0284,0.0035,0.0153,0.1166,0.0001,0.816,0.26,0.45,0.15,0.19457663545180703
1749,0.0125,0.0056,0.0058,0.0125,0.0,0.9546,0.1,0.6,0.16,0.202121620034906
1750,0.0396,0.5611,0.006,0.0021,0.0,0.3435,0.89,0.76,0.26,0.260151837892989
1751,0.0242,0.0026,0.0035,0.0047,0.0007,0.9482,0.27,0.65,0.16,0.20541196837562783
1752,0.0189,0.0034,0.0025,0.0053,0.0015,0.95,0.9,0.86,0.18,0.22521303700677286
1753,0.0171,0.0022,0.0027,0.0161,0.0,0.9521,0.4,0.7,0.16,0.2115828699363296
1754,0.0279,0.0039,0.0,0.0008,0.0,0.944,0.04,0.2,0.22,0.18187822855493602
1755,0.0745,0.0082,0.0004,0.0048,0.0016,0.8909999999999999,0.79,0.83,0.17,0.21786469306933423
1756,0.023,0.0067,0.002,0.0052,0.0004,0.9514,0.74,0.76,0.16,0.21906610968600063
1757,0.0196,0.0003,0.0025,0.0143,0.0006,0.9405,0.53,0.73,0.17,0.213042070907212
1758,0.0093,0.0139,0.0059,0.0013,0.0186,0.9406,0.24,0.24,0.27,0.19368215310748005
1759,0.0174,0.0449,0.0038,0.0093,0.0,0.8938,0.25,0.41,0.22,0.1966990483876641
1760,0.0162,0.0029,0.0054,0.0059,0.0006,0.9595,0.44,0.65,0.16,0.20897792001862325
1761,0.006,0.0027,0.0102,0.0031,0.0,0.9692,0.34,0.8,0.16,0.21304627416820598
1762,0.0079,0.0035,0.003,0.0203,0.0021,0.9374,0.56,0.76,0.18,0.21615596413462684
1763,0.0673,0.0,0.0,0.0,0.0,0.8956,0.05,0.45,0.26,0.1870579810789325
1764,0.0532,0.0233,0.0143,0.0087,0.0099,0.8611,0.43,0.67,0.17,0.2043351632223829
1765,0.1019,0.0025,0.0081,0.0479,0.0106,0.8027,0.82,0.76,0.17,0.21201352319326144
1766,0.0439,0.004,0.0168,0.0428,0.0029,0.8576,0.35,0.7,0.16,0.20170705806466285
1767,0.0379,0.0103,0.0026,0.0,0.0,0.9107,0.09,0.17,0.26,0.17789695797024355
1768,0.0157,0.0083,0.0036,0.0583,0.0,0.9055,0.4,0.59,0.17,0.20857371043851702
1769,0.0194,0.0124,0.0048,0.0025,0.0,0.9483,0.5,0.6,0.17,0.20774300840156304
1770,0.0086,0.005,0.0008,0.0023,0.0,0.98,0.52,0.74,0.18,0.21737625159161583
1771,0.0451,0.0417,0.0068,0.0129,0.0008,0.8522,0.41,0.33,0.27,0.19057422819859532
1772,0.0438,0.005,0.0077,0.0398,0.0013,0.8797,0.12,0.47,0.15,0.19231040036283575
1773,0.0123,0.0,0.0,0.0,0.0,0.983,0.41,0.54,0.27,0.20614263402999508
1774,0.028,0.092,0.0029,0.0,0.0,0.8381,0.41,0.35,0.26,0.198428018173542
1775,0.0118,0.0,0.0057,0.0196,0.0,0.9566,0.19,0.67,0.18,0.2068019466140887
1776,0.034,0.003,0.005,0.02,0.0005,0.9167,0.38,0.53,0.17,0.20015031300317027
1777,0.0132,0.0268,0.0085,0.008,0.0,0.9141,0.56,0.35,0.24,0.1960403342666837
1778,0.0236,0.0021,0.0057,0.0076,0.0,0.9464,0.48,0.84,0.18,0.21628919483586512
1779,0.0209,0.0124,0.0055,0.0003,0.0,0.9456,0.7,0.89,0.17,0.2227467227086589
1780,0.0604,0.0012,0.027000000000000003,0.0669,0.0044,0.8101,0.1,0.31,0.13,0.17640552370039486
1781,0.018000000000000002,0.0091,0.0051,0.0007,0.0,0.9529,0.58,0.83,0.18,0.21857605572342034
1782,0.183,0.0131,0.001,0.0227,0.0014,0.7679,0.63,0.8,0.16,0.20537344838019878
1783,0.0312,0.023,0.0024,0.0078,0.0,0.9226,0.08,0.21,0.26,0.1849041709152484
1784,0.0256,0.0105,0.0005,0.0038,0.0,0.9266,0.05,0.11,0.22,0.17749776511301874
1785,0.0167,0.0,0.0026,0.0046,0.0,0.969,0.38,0.74,0.16,0.2129099097736315
1786,0.0402,0.002,0.0334,0.4623,0.0005,0.4364,0.78,0.78,0.15,0.2195772645712334
1787,0.0448,0.0001,0.0044,0.0046,0.0,0.9249,0.2,0.37,0.18,0.18859182446809278
1788,0.0654,0.0002,0.0411,0.024,0.0004,0.8553,0.03,0.03,0.1,0.15677909645227972
1789,0.0516,0.0048,0.0042,0.0156,0.0,0.9053,0.18,0.11,0.18,0.17735489498578474
1790,0.0395,0.0098,0.0034,0.0008,0.0,0.9278,0.04,0.28,0.22,0.18409512825617552
1791,0.0323,0.0035,0.0093,0.0168,0.0,0.846,0.07,0.59,0.19,0.18703026077712911
1792,0.0272,0.0843,0.0021,0.0039,0.0015,0.845,0.12,0.16,0.26,0.18625288805487214
1793,0.0148,0.0006,0.0068,0.0047,0.0002,0.9583,0.06,0.07,0.14,0.17619924790140504
1794,0.0331,0.0009,0.0024,0.0091,0.0,0.9511,0.1,0.15,0.18,0.18181410620554647
1795,0.1331,0.0006,0.1026,0.0318,0.0001,0.7139,0.12,0.02,0.1,0.1273776759950303
1796,0.0254,0.0066,0.0066,0.006,0.0,0.9447,0.11,0.08,0.18,0.1774599518675752
1797,0.0251,0.0356,0.0048,0.0002,0.0012,0.879,0.23,0.21,0.17,0.18262843716681207
1798,0.1181,0.0,0.0,0.0021,0.0,0.8761,0.3,0.26,0.18,0.18202513337855464
1799,0.0699,0.0044,0.0069,0.0083,0.0002,0.895,0.12,0.09,0.17,0.17294667410562364
1800,0.0053,0.0011,0.0,0.0007,0.0,0.9915,0.19,0.4,0.18,0.1978317375871105
1801,0.0218,0.0004,0.0055,0.0032,0.0006,0.9636,0.03,0.09,0.18,0.17774384158425588
1802,0.0689,0.0073,0.0089,0.038,0.0,0.8695,0.42,0.87,0.21,0.2134349782305706
1803,0.0216,0.0025,0.0209,0.0136,0.0001,0.9242,0.15,0.03,0.14,0.1698868806947923
1804,0.0357,0.0042,0.0035,0.0015,0.0,0.9442,0.12,0.11,0.18,0.17873660249190243
1805,0.0125,0.0,0.0,0.0083,0.0,0.9571,0.13,0.3,0.18,0.18924580103410474
1806,0.0321,0.0017,0.0076,0.0016,0.0,0.9457,0.18,0.19,0.18,0.18171045323414778
1807,0.1579,0.0165,0.0,0.0258,0.0,0.7988,0.64,0.98,0.21,0.21760041932538834
1808,0.0185,0.0017,0.0126,0.0073,0.0005,0.941,0.14,0.11,0.15,0.17637863736985318
1809,0.0821,0.0001,0.0204,0.0211,0.0,0.8629,0.02,0.06,0.11,0.16401697319574987
1810,0.0955,0.0069,0.0033,0.0008,0.0,0.8621,0.56,0.35,0.17,0.18783040389080458
1811,0.1677,0.0008,0.0571,0.1826,0.0002,0.5667,0.61,0.15,0.13,0.1585792783979172
1812,0.0768,0.0002,0.0092,0.0443,0.0,0.8527,0.34,0.08,0.13,0.17489711625896115
1813,0.2444,0.0136,0.0522,0.0215,0.006,0.6308,0.53,0.69,0.17,0.17204077097896095
1814,0.0226,0.0098,0.0027,0.0,0.0,0.9411,0.01,0.2,0.22,0.181327476850875
1815,0.0313,0.014,0.0033,0.0,0.0,0.9337,0.54,0.57,0.27,0.2058331243593085
1816,0.0092,0.0,0.0,0.0,0.0,0.9855,0.0,0.19,0.17,0.18466116686940348
1817,0.1617,0.0493,0.009000000000000001,0.0561,0.0012,0.7159,0.37,0.63,0.21,0.19755872454890988
1818,0.1392,0.038,0.0279,0.0244,0.0007,0.7322,0.6,0.72,0.21,0.19389662860612458
1819,0.1011,0.0018,0.003,0.001,0.0012,0.8811,0.19,0.29,0.18,0.18167116233217764
1820,0.0393,0.004,0.0056,0.0038,0.0,0.9364,0.06,0.12,0.18,0.17716549018333974
1821,0.1542,0.005,0.0048,0.0077,0.0,0.8176,0.42,0.29,0.17,0.17953444357378828
1822,0.0335,0.005,0.0024,0.0034,0.0022,0.9358,0.01,0.12,0.18,0.17793367790328404
1823,0.4308,0.0016,0.1495,0.1054,0.0007,0.2879,0.64,0.31,0.12,0.1031279374234283
1824,0.0852,0.0153,0.006,0.0016,0.0,0.8782,0.17,0.31,0.17,0.18312028985616957
1825,0.0475,0.0065,0.0,0.0,0.0,0.9439,0.11,0.36,0.18,0.19107865060619705
1826,0.0291,0.0005,0.0026,0.0086,0.0007,0.945,0.04,0.11,0.18,0.17825335130966793
1827,0.103,0.0028,0.0125,0.006,0.0002,0.8589,0.36,0.23,0.18,0.17706177943957274
1828,0.0487,0.0062,0.0056,0.0014,0.0004,0.9327,0.1,0.14,0.17,0.1787309681065163
1829,0.108,0.0007,0.0538,0.0671,0.0004,0.7524,0.16,0.08,0.11,0.15291393675375892
1830,0.3117,0.0317,0.0011,0.0007,0.0,0.6408,0.83,0.84,0.21,0.19772846604606403
1831,0.0677,0.0011,0.0402,0.0234,0.0003,0.8445,0.19,0.06,0.14,0.15949713622569167
1832,0.034,0.0045,0.0,0.0048,0.0,0.9475,0.15,0.19,0.18,0.18457297066250392
1833,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.22,0.18,0.18895284728804504
1834,0.1885,0.0024,0.0785,0.1401,0.0004,0.564,0.79,0.29,0.13,0.15599178243204964
1835,0.043,0.0008,0.0029,0.0013,0.0,0.9336,0.18,0.23,0.18,0.18318318400922307
1836,0.3071,0.0061,0.0132,0.181,0.0001,0.4641,0.96,0.47,0.15,0.18108990023886415
1837,0.028,0.0009,0.0177,0.0014,0.0012,0.946,0.17,0.21,0.18,0.18008498861916675
1838,0.0111,0.0025,0.004,0.0142,0.0,0.951,0.69,0.4,0.26,0.20189754752368858
1839,0.0156,0.0032,0.008,0.0065,0.0,0.9501,0.15,0.15,0.15,0.18053299734051834
1840,0.2438,0.061,0.0112,0.0049,0.0015,0.6674,0.52,0.71,0.21,0.19351722369421012
1841,0.0163,0.0099,0.0026,0.0053,0.0,0.9361,0.3,0.18,0.27,0.18493826737853286
1842,0.3326,0.004,0.0063,0.0615,0.0022,0.5879,0.79,0.46,0.18,0.1776803575548438
1843,0.1374,0.0038,0.0038,0.0044,0.0,0.8425,0.38,0.33,0.18,0.18283071488352415
1844,0.3159,0.0008,0.0504,0.2007,0.0,0.395,0.62,0.22,0.12,0.14886572708647705
1845,0.0502,0.002,0.0035,0.0025,0.003,0.926,0.01,0.11,0.18,0.17601722513201917
1846,0.0864,0.0034,0.0086,0.0124,0.0003,0.8773,0.37,0.18,0.18,0.17905173886198486
1847,0.0179,0.0036,0.0046,0.0003,0.0,0.9556,0.13,0.17,0.17,0.18182617670665796
1848,0.0927,0.0012,0.0266,0.0436,0.0,0.8168,0.22,0.11,0.12,0.16597173226836598
1849,0.0206,0.008,0.0002,0.0015,0.0,0.9643,0.01,0.16,0.18,0.18301983619248724
1850,0.0185,0.0,0.002,0.0035,0.0,0.9705,0.04,0.11,0.18,0.18017190900081878
1851,0.0724,0.005,0.0074,0.0121,0.0014,0.8969,0.23,0.2,0.18,0.18090846785712777
1852,0.2415,0.0201,0.0262,0.0196,0.0004,0.6698,0.84,0.74,0.19,0.18939379303621115
1853,0.4545,0.0012,0.0074,0.0374,0.0021,0.4894,0.52,0.57,0.18,0.164731934457161
1854,0.0279,0.0028,0.0,0.004,0.0,0.9644,0.08,0.24,0.18,0.18721407882163196
1855,0.0609,0.0,0.0139,0.0,0.0,0.903,0.0,0.23,0.17,0.17388813536737083
1856,0.0649,0.0058,0.0,0.0101,0.0,0.9192,0.15,0.28,0.18,0.1870184916456838
1857,0.4154,0.0013,0.0511,0.1043,0.0002,0.413,0.78,0.29,0.13,0.14436988549925617
1858,0.0353,0.0018,0.0036,0.0018,0.0007,0.9468,0.01,0.1,0.18,0.17671721754887731
1859,0.0228,0.0038,0.0042,0.0049,0.0,0.9526,0.04,0.15,0.18,0.18023254276031836
1860,0.1468,0.0155,0.0163,0.0186,0.0053,0.763,0.73,0.92,0.21,0.207886364546237
1861,0.0526,0.0007,0.0007,0.0061,0.0,0.917,0.24,0.27,0.18,0.18532533131061474
1862,0.0421,0.001,0.0,0.0014,0.0,0.9517,0.05,0.1,0.18,0.1785883412367834
1863,0.049,0.0116,0.0071,0.0,0.0,0.9323,0.39,0.45,0.26,0.19719622789054744
1864,0.0231,0.0003,0.002,0.005,0.001,0.9568,0.08,0.14,0.18,0.1811676403758556
1865,0.0597,0.0015,0.0046,0.0145,0.0,0.8993,0.08,0.13,0.18,0.17519813314289726
1866,0.3114,0.0046,0.0955,0.1123,0.0068,0.4277,0.74,0.92,0.19,0.16345451824902058
1867,0.2116,0.0014,0.2394,0.0953,0.0003,0.4306,0.47,0.1,0.1,0.07830464881085816
1868,0.0336,0.0049,0.0,0.0041,0.0,0.9262,0.02,0.54,0.17,0.19516302548848105
1869,0.0182,0.0033,0.0,0.0,0.0,0.9785,0.0,0.24,0.18,0.18696182791671537
1870,0.2702,0.0514,0.0065,0.0065,0.0,0.6537,0.59,0.88,0.21,0.19995070432946382
1871,0.1991,0.0011,0.1624,0.0529,0.0003,0.5656,0.24,0.11,0.09,0.10469562872717995
