,percent_hispanic,percent_non_hispanic_american_indianalaska_native,percent_non_hispanic_asian,percent_non_hispanic_black,percent_non_hispanic_native_hawaiianpacific_islander,percent_non_hispanic_white,social_vulnerability_index,cvac_level_of_concern_for_vaccination_rollout,actual_y,predict_y
69,0.0229,0.0063,0.008,0.0295,0.0002,0.9121,0.6,0.55,0.22,0.20482667658679674
70,0.035,0.0051,0.0035,0.0208,0.0009,0.9175,0.61,0.7,0.22,0.2124187325448436
71,0.0358,0.0024,0.0058,0.0235,0.0001,0.913,0.15,0.31,0.2,0.18659511536414758
72,0.0195,0.0073,0.0027,0.011,0.0,0.9452,0.74,0.74,0.22,0.2180008782151166
73,0.0132,0.0118,0.0015,0.0024,0.0003,0.9586,0.37,0.38,0.19,0.1979939509193937
74,0.0215,0.01,0.0065,0.0033,0.0,0.9465,0.63,0.44,0.2,0.2017126189473431
75,0.0457,0.0097,0.0058,0.009000000000000001,0.0,0.9146,0.34,0.41,0.2,0.19362182882881748
76,0.0981,0.0023,0.0263,0.0143,0.0002,0.8385,0.22,0.19,0.18,0.16812155863598338
77,0.0291,0.0042,0.0019,0.0059,0.0,0.9396,0.48,0.46,0.2,0.19996692598503876
78,0.0427,0.0001,0.0021,0.0063,0.0,0.9346,0.22,0.29,0.18,0.18742673251327863
79,0.1021,0.0066,0.0157,0.0606,0.0,0.8039,0.58,0.43,0.18,0.19087734850760302
80,0.0263,0.0009,0.0049,0.0055,0.0,0.9468,0.05,0.17,0.18,0.17992282386423022
81,0.0259,0.0024,0.0,0.0049,0.0,0.949,0.06,0.21,0.18,0.18356032264904457
82,0.0153,0.0008,0.0062,0.0021,0.0018,0.9616,0.02,0.02,0.18,0.17422681837673953
83,0.2534,0.0025,0.0197,0.0226,0.0,0.69,0.6,0.42,0.18,0.17282641591185843
84,0.0552,0.0673,0.008,0.0208,0.0004,0.8111,0.6,0.43,0.17,0.19920369223152198
85,0.0808,0.0007,0.0034,0.0041,0.0,0.8876,0.23,0.26,0.18,0.1808295432478705
86,0.0932,0.0034,0.0253,0.0366,0.0011,0.8096,0.1,0.09,0.17,0.16240816055799415
87,0.0554,0.0,0.0049,0.0146,0.0,0.9181,0.06,0.21,0.18,0.18035286280717974
88,0.057,0.0021,0.0015,0.0036,0.0,0.9219,0.12,0.08,0.18,0.17560037717584634
89,0.044,0.0013,0.0048,0.029,0.0001,0.91,0.45,0.24,0.17,0.18890708368234785
90,0.0204,0.002,0.0035,0.0092,0.0,0.9532,0.11,0.21,0.17,0.18443604562067878
91,0.0214,0.0007,0.0068,0.0092,0.0,0.9508,0.23,0.37,0.18,0.19194002969066823
92,0.1468,0.0021,0.0719,0.4083,0.0003,0.3448,0.92,0.31,0.17,0.17412489851001972
93,0.1091,0.001,0.0118,0.0538,0.0004,0.8042,0.13,0.15,0.16,0.17072792988799662
94,0.0276,0.0006,0.0346,0.018000000000000002,0.0,0.9134,0.31,0.1,0.17,0.1710651392232419
95,0.0514,0.0007,0.0758,0.0899,0.0003,0.7578,0.17,0.01,0.12,0.14698341805755039
96,0.1324,0.001,0.0276,0.0505,0.0004,0.7666,0.29,0.09,0.14,0.1619167118238257
97,0.0136,0.002,0.0035,0.004,0.0,0.965,0.44,0.31,0.18,0.19436807030658632
98,0.015,0.0005,0.0034,0.0245,0.0001,0.9426,0.42,0.34,0.18,0.1955867757602345
99,0.0348,0.002,0.0039,0.0241,0.0004,0.9248,0.5,0.39,0.17,0.19760225117601946
100,0.0599,0.0039,0.0078,0.009000000000000001,0.0002,0.8999,0.61,0.53,0.25,0.19992915715107643
101,0.0488,0.0025,0.014,0.0727,0.0004,0.8412,0.21,0.63,0.22,0.1987781931367424
102,0.0071,0.0,0.0,0.0028,0.0,0.9571,0.6,0.97,0.25,0.22488447303445178
103,0.0278,0.0029,0.0067,0.1836,0.0,0.7569,0.45,0.66,0.25,0.21190573018425973
104,0.0423,0.0029,0.0164,0.0712,0.0002,0.8497,0.15,0.56,0.21,0.19483360298486677
105,0.1879,0.0035,0.0028,0.0069,0.0,0.7783,0.51,0.77,0.17,0.1980892639510719
106,0.6022,0.0016,0.0274,0.071,0.0009,0.2767,0.83,0.87,0.16,0.1599301508707065
107,0.0853,0.0025,0.0,0.0308,0.0112,0.8661,0.16,0.78,0.19,0.20998304370241838
108,0.5886,0.0042,0.0052,0.0683,0.0001,0.3138,0.97,0.99,0.18,0.17710892134160783
109,0.3768,0.0027,0.0084,0.0707,0.0,0.5233,0.75,0.85,0.18,0.18711012819092676
110,0.2482,0.0024,0.0284,0.2152,0.0063,0.4577,0.81,0.83,0.21,0.19525120796532244
111,0.1938,0.0012,0.0144,0.0003,0.0037,0.7699,0.28,0.68,0.15,0.18667656472448257
112,0.5871,0.0,0.0,0.0384,0.0,0.3606,0.86,0.99,0.17,0.17696854825420907
113,0.6188,0.0,0.0,0.0069,0.0,0.3743,0.69,0.9,0.18,0.16811262139354227
114,0.2153,0.0067,0.0,0.0097,0.0,0.762,0.62,0.91,0.18,0.2065781165419174
115,0.2973,0.0009,0.0002,0.1264,0.0,0.5593,0.68,0.93,0.17,0.2023603665825474
116,0.2876,0.0209,0.0,0.0835,0.0,0.6009,0.89,0.98,0.19,0.21025672604223283
117,0.1815,0.0069,0.0086,0.028,0.0006,0.7534,0.62,0.85,0.19,0.20279221756113866
118,0.4513,0.0031,0.004,0.0116,0.0,0.5285,0.43,0.96,0.18,0.181765379937078
119,0.1828,0.0065,0.0195,0.1277,0.0075,0.5868,0.78,0.82,0.19,0.1983293912408266
120,0.1527,0.0033,0.1509,0.0963,0.0006,0.5696,0.15,0.49,0.13,0.12956883667816835
121,0.2314,0.0091,0.0,0.1449,0.0,0.5177,0.94,1.0,0.19,0.20659479864080194
122,0.2792,0.0069,0.0061,0.006,0.0,0.6946,0.73,0.92,0.18,0.1999450391681902
123,0.1752,0.0053,0.005,0.0161,0.0,0.7683,0.42,0.94,0.18,0.2038019870385801
124,0.0628,0.0097,0.0112,0.0045,0.0,0.8977,0.32,0.68,0.19,0.20148838579011633
125,0.6437,0.0021,0.0198,0.0231,0.0,0.3113,0.47,0.93,0.18,0.156807826892343
126,0.2736,0.0008,0.0111,0.02,0.0003,0.6751,0.24,0.64,0.14,0.17719630601748845
127,0.7105,0.0005,0.0059,0.0014,0.0,0.2538,1.0,1.0,0.18,0.16230889724113762
128,0.0569,0.0026,0.0062,0.0555,0.0,0.8649,0.25,0.81,0.19,0.20969825176752604
129,0.4294,0.0017,0.0692,0.1857,0.0005,0.2959,0.72,0.79,0.17,0.15959916415805772
130,0.1311,0.0025,0.0079,0.2067,0.0002,0.6359,0.73,0.94,0.19,0.2196308461639908
131,0.1275,0.0144,0.0,0.0079,0.0,0.8405,0.61,0.78,0.19,0.20938976400448772
132,0.1899,0.0114,0.0,0.0588,0.0,0.7169,0.73,0.96,0.19,0.2127404690518308
133,0.1039,0.006,0.0029,0.0067,0.0,0.8644,0.47,0.76,0.19,0.20596677240172206
134,0.1224,0.0306,0.0,0.0,0.0,0.8469,0.76,0.83,0.18,0.21676134225747704
135,0.3543,0.0036,0.0213,0.066,0.0007,0.5347,0.75,0.74,0.17,0.17948185169027936
136,0.0414,0.0011,0.0032,0.229,0.0041,0.7085,0.69,0.97,0.19,0.23287020180079834
137,0.1097,0.0082,0.0,0.0067,0.0,0.8579,0.58,0.93,0.19,0.21568349650255134
138,0.3988,0.018000000000000002,0.0043,0.0902,0.0,0.4789,0.62,0.97,0.18,0.19283676915905448
139,0.5197,0.0017,0.0069,0.0247,0.0004,0.4357,0.67,0.95,0.17,0.17642378091102068
140,0.2317,0.0011,0.0336,0.1627,0.0007,0.55,0.84,0.96,0.18,0.20062529721991673
141,0.4167,0.0014,0.0,0.0,0.0,0.5484,0.59,0.97,0.18,0.18483289619254023
142,0.4473,0.0033,0.0191,0.0622,0.0005,0.4541,0.47,0.72,0.16,0.16666677033784996
143,0.2219,0.0,0.0241,0.0005,0.0,0.7418,0.36,0.81,0.18,0.186801884737799
144,0.4974,0.0116,0.0,0.0,0.0,0.491,0.76,0.83,0.18,0.17867397036840582
145,0.4245,0.0027,0.0193,0.1029,0.0033,0.4363,0.91,0.94,0.17,0.1875740378444663
146,0.2643,0.0027,0.0052,0.092,0.0,0.6236,0.76,0.95,0.18,0.2052984487419124
147,0.2414,0.0019,0.0292,0.048,0.0004,0.6602,0.39,0.67,0.16,0.17811903958018968
148,0.4496,0.0018,0.0007,0.0085,0.0,0.5394,0.42,0.89,0.18,0.17993554709530563
149,0.2099,0.0018,0.0022,0.0039,0.0,0.7822,0.77,0.95,0.19,0.21055194266073968
150,0.9518,0.012,0.0055,0.0032,0.0004,0.025,0.97,1.0,0.17,0.1430366636041507
151,0.7469,0.0,0.0132,0.0134,0.0014,0.2228,0.78,0.98,0.18,0.15580257092177668
152,0.5044,0.001,0.0029,0.0648,0.0,0.4164,0.94,0.99,0.18,0.18652679119441534
153,0.6329,0.0012,0.0034,0.0119,0.0,0.341,0.76,0.97,0.19,0.16860902530666438
154,0.2163,0.0034,0.0173,0.0252,0.0026,0.7165,0.22,0.6,0.16,0.17938497417461027
155,0.6883,0.0,0.0016,0.0085,0.0,0.2977,0.48,0.94,0.18,0.15882301055006876
156,0.1229,0.0052,0.0054,0.0124,0.0004,0.8347,0.26,0.68,0.17,0.19626374548344097
157,0.3832,0.0041,0.0539,0.0979,0.002,0.4407,0.92,0.87,0.2,0.17417312276421607
158,0.2626,0.0,0.0006,0.0056,0.0,0.7309,0.72,0.93,0.17,0.20424801412196592
159,0.0872,0.0015,0.0007,0.1728,0.0,0.7318,0.7,0.92,0.19,0.2253363073034911
160,0.8374,0.0195,0.0135,0.0,0.0,0.1296,1.0,0.99,0.18,0.15184720258469403
161,0.1527,0.0145,0.0077,0.0969,0.0014,0.7089,0.91,0.97,0.2,0.21916327055562607
162,0.0728,0.0032,0.0008,0.1675,0.0,0.7339,0.56,0.99,0.19,0.2255368642004325
163,0.0912,0.0055,0.0036,0.0353,0.0,0.8533,0.4,0.89,0.18,0.21313063587363096
164,0.6878,0.0101,0.0061,0.0343,0.0015,0.2518,0.82,0.98,0.18,0.16562731405159975
165,0.2127,0.0,0.0,0.0203,0.0,0.7588,0.32,0.79,0.18,0.19647297569124336
166,0.5207,0.0,0.0,0.0,0.0,0.4695,0.41,0.8,0.18,0.1674520796708036
167,0.2374,0.0,0.0033,0.0283,0.0,0.7109,0.88,0.86,0.18,0.20318379977959142
168,0.6564,0.0003,0.0,0.0008,0.0016,0.341,0.6,0.94,0.18,0.1650927287831963
169,0.9547,0.0004,0.0048,0.0029,0.0001,0.0353,0.95,0.99,0.17,0.1412437593963446
170,0.3381,0.0017,0.0662,0.0786,0.0003,0.4896,0.38,0.69,0.15,0.155444214359094
171,0.55,0.0012,0.0,0.0461,0.0,0.3949,0.99,0.99,0.17,0.18372339084208117
172,0.8819,0.0,0.0,0.0055,0.0,0.1124,0.99,0.98,0.17,0.15056156278137245
173,0.0265,0.0081,0.012,0.1607,0.0,0.7677,0.04,0.06,0.14,0.1766155208855945
174,0.0062,0.0,0.0084,0.3082,0.0,0.6748,0.16,0.11,0.15,0.1910664772141943
175,0.0496,0.0,0.0277,0.311,0.0,0.594,0.86,0.5,0.18,0.20549864526824485
176,0.0294,0.0025,0.0058,0.1472,0.0,0.7804,0.33,0.21,0.15,0.18756308371731165
177,0.1362,0.0022,0.1846,0.0726,0.0008,0.5611,0.09,0.05,0.1,0.09515677687447069
178,0.0198,0.0017,0.0026,0.039,0.0,0.929,0.81,0.65,0.19,0.21639234177222844
179,0.0289,0.0,0.0084,0.0825,0.0,0.8465,0.16,0.32,0.15,0.18668173866771148
180,0.0618,0.0015,0.0306,0.2931,0.0006,0.5743,0.26,0.07,0.16,0.17209409480069415
181,0.055,0.0022,0.0706,0.1867,0.0007,0.6574,0.41,0.16,0.13,0.1618382153264251
182,0.0432,0.0008,0.0118,0.4876,0.0008,0.4239,0.96,0.43,0.17,0.21476471660292717
183,0.1718,0.0,0.1717,0.0492,0.0,0.5622,0.24,0.02,0.1,0.09608427899107802
184,0.011,0.0,0.0126,0.5668,0.0,0.3686,0.72,0.36,0.17,0.21193090909754247
185,0.1068,0.0022,0.0267,0.2065,0.0014,0.5942,0.56,0.33,0.15,0.17955022615438385
186,0.0417,0.0021,0.0244,0.2836,0.0001,0.6234,0.74,0.31,0.17,0.19571031948528253
187,0.3664,0.0037,0.0514,0.1321,0.0008,0.4083,0.44,0.07,0.15,0.1324180205583002
188,0.028,0.0008,0.0247,0.0112,0.0,0.9144,0.01,0.07,0.13,0.16668771256325418
189,0.049,0.0024,0.009000000000000001,0.7629,0.0008,0.1507,0.96,0.54,0.18,0.23005691663045552
190,0.0121,0.0,0.0463,0.0307,0.0,0.8859,0.91,0.44,0.19,0.19014386624709073
191,0.0329,0.0013,0.0167,0.0656,0.0009,0.8529,0.31,0.06,0.17,0.1743021542510892
192,0.0705,0.0027,0.0645,0.1505,0.0,0.6772,0.38,0.34,0.13,0.16786121469082196
193,0.0311,0.0031,0.0138,0.1096,0.0013,0.8106,0.44,0.22,0.17,0.18620120978572577
194,0.0808,0.0041,0.0108,0.1341,0.0033,0.7514,0.6,0.32,0.17,0.19273121296200035
195,0.0437,0.0017,0.019,0.4105,0.0002,0.493,0.35,0.12,0.17,0.18638593017138277
196,0.0691,0.0012,0.0209,0.4658,0.0001,0.408,0.77,0.4,0.17,0.20329815532407425
197,0.0817,0.0021,0.0658,0.1842,0.0008,0.6171,0.19,0.14,0.15,0.15400811417044263
198,0.0627,0.0021,0.0294,0.2806,0.0002,0.585,0.8,0.42,0.17,0.19545289852367365
199,0.0897,0.0109,0.0127,0.0071,0.002,0.8363,0.79,0.52,0.14,0.19559961431410516
200,0.4157,0.0087,0.0089,0.0084,0.0003,0.5397,0.85,0.71,0.14,0.17703884652386892
201,0.0777,0.0085,0.0473,0.0257,0.008,0.7669,0.28,0.27,0.12,0.16350867453651152
202,0.0996,0.0384,0.0151,0.0112,0.0027,0.7941,0.84,0.64,0.13,0.20273213628634135
203,0.0978,0.0224,0.0168,0.0035,0.004,0.8186,0.74,0.5,0.14,0.19355746695195802
204,0.0385,0.0389,0.0097,0.0037,0.0,0.8845,0.54,0.55,0.14,0.2031253363867629
205,0.316,0.0059,0.0069,0.0045,0.0027,0.6416,0.77,0.53,0.12,0.178070348940293
206,0.0474,0.1247,0.0065,0.0013,0.0026,0.7321,0.82,0.67,0.14,0.2129559481885289
207,0.0186,0.04,0.0034,0.0056,0.0001,0.9037,0.17,0.16,0.17,0.18427507430245163
208,0.025,0.0073,0.0069,0.0152,0.0,0.933,0.33,0.17,0.18,0.18483134886239488
209,0.0392,0.0025,0.003,0.1026,0.0,0.8159,0.76,0.77,0.22,0.21721401499074705
210,0.0086,0.0,0.0,0.0106,0.0,0.9692,0.48,0.45,0.22,0.2030508927467474
211,0.0429,0.0054,0.0241,0.0084,0.0,0.9091,0.02,0.06,0.16,0.1668929806323724
212,0.0154,0.0035,0.0054,0.0191,0.0,0.9438,0.4,0.23,0.18,0.18983149414077727
213,0.034,0.0045,0.0076,0.0134,0.0003,0.9264,0.12,0.05,0.17,0.17480857792060728
214,0.02,0.0992,0.0048,0.0083,0.0,0.8457,0.1,0.1,0.17,0.18582466276470566
215,0.0469,0.0023,0.0039,0.0028,0.0,0.9306,0.54,0.67,0.18,0.20814345471873494
216,0.0861,0.0227,0.0322,0.0237,0.0001,0.8084,0.33,0.04,0.17,0.16327641782259078
217,0.0031,0.0,0.0025,0.0123,0.0,0.9715,0.64,0.58,0.23,0.21100120676834516
218,0.0115,0.0044,0.0051,0.0142,0.0006,0.9516,0.37,0.21,0.2,0.18908374626691324
219,0.0479,0.0035,0.006,0.0278,0.0003,0.899,0.2,0.13,0.17,0.17897509872848072
220,0.0394,0.0069,0.0066,0.0275,0.0001,0.9044,0.57,0.4,0.17,0.19741936778577304
221,0.0917,0.0737,0.0943,0.0528,0.0241,0.579,0.46,0.51,0.18,0.16575902524440927
222,0.0285,0.0027,0.0036,0.0192,0.0003,0.93,0.58,0.51,0.22,0.20396914791054782
223,0.468,0.0358,0.0055,0.0205,0.0,0.4662,0.62,0.74,0.19,0.17551921427356063
224,0.0283,0.0025,0.0103,0.19,0.0001,0.746,0.44,0.61,0.22,0.2082396751956537
225,0.0386,0.3849,0.0142,0.0045,0.0062,0.4526,0.77,0.82,0.26,0.2379936529554845
226,0.0249,0.0057,0.0037,0.0033,0.0009,0.9387,0.44,0.32,0.2,0.19272849130971997
227,0.0256,0.0,0.0049,0.748,0.0,0.2138,0.89,0.84,0.23,0.24743508618922877
228,0.0473,0.0036,0.006999999999999999,0.2424,0.0003,0.6869,0.79,0.66,0.21,0.21841113128132256
229,0.0785,0.0009,0.0044,0.0917,0.0,0.8013,0.76,0.84,0.23,0.21723434849816936
230,0.0549,0.0026,0.0087,0.4341,0.0004,0.4607,0.91,0.84,0.23,0.2295333707016059
231,0.0631,0.0019,0.0071,0.0181,0.0002,0.8871,0.75,0.47,0.22,0.1990943452579193
232,0.005,0.0013,0.0,0.7436,0.0,0.2466,0.92,0.87,0.22,0.25360334650249344
233,0.1455,0.0107,0.0012,0.0143,0.0021,0.8044,0.8,0.8,0.24,0.20983117548526584
234,0.0165,0.0002,0.0012,0.1065,0.0,0.8599,0.63,0.77,0.23,0.22081261657214804
235,0.0296,0.0026,0.0054,0.2123,0.0,0.7316,0.54,0.6,0.22,0.21233993930996756
236,0.0118,0.0003,0.0009,0.6931,0.0,0.2934,0.99,0.9,0.24,0.2536643023225983
237,0.0246,0.0009,0.0002,0.0275,0.0,0.9269,0.54,0.81,0.23,0.21773221559077682
238,0.6376,0.0092,0.0119,0.0168,0.0006,0.3097,0.99,0.96,0.19,0.1683930252999221
239,0.0079,0.0066,0.0126,0.2313,0.0007,0.7098,0.69,0.84,0.23,0.2240698342859142
240,0.026,0.0047,0.0018,0.0343,0.0,0.9185,0.67,0.88,0.23,0.22328797643525136
241,0.0504,0.2218,0.0072,0.0004,0.0036,0.6187,0.56,0.79,0.26,0.2205035517040207
242,0.0242,0.0035,0.008,0.0957,0.0001,0.8587,0.37,0.56,0.23,0.20496712741127626
243,0.0415,0.0772,0.0157,0.0054,0.0033,0.7992,0.41,0.64,0.2,0.2023499861213044
244,0.1716,0.0028,0.0037,0.0429,0.0,0.7685,0.84,0.83,0.22,0.20946920043481376
245,0.3725,0.0245,0.0279,0.0326,0.0014,0.5173,0.88,0.86,0.17,0.18276898496053567
246,0.0206,0.003,0.0003,0.0067,0.0,0.9534,0.65,0.65,0.22,0.21273620322929876
247,0.0274,0.7435,0.0153,0.0083,0.0014,0.1466,0.93,0.85,0.26,0.27708986853539086
248,0.0268,0.0041,0.004,0.3576,0.0,0.5859,0.79,0.89,0.21,0.23418785414093102
249,0.0242,0.0022,0.0036,0.2697,0.0,0.6887,0.89,0.64,0.23,0.22341222346121514
250,0.0343,0.0,0.0033,0.2861,0.0,0.6628,0.8,0.64,0.23,0.22126032594642486
251,0.0524,0.1389,0.0407,0.0038,0.0063,0.6931,0.27,0.65,0.21,0.19508969124850772
252,0.0676,0.123,0.0666,0.0071,0.0009,0.6157,0.4,0.68,0.26,0.17730895163070087
253,0.0409,0.0038,0.0133,0.1134,0.0012,0.8004,0.48,0.43,0.22,0.19591696438891143
254,0.1539,0.0,0.0006,0.28800000000000003,0.0,0.555,0.98,0.73,0.23,0.21887701180950817
255,0.0456,0.0065,0.0092,0.0917,0.0,0.8307,0.22,0.23,0.2,0.18483720622701413
256,0.0805,0.0727,0.0309,0.0428,0.0051,0.6993,0.34,0.54,0.21,0.18715281584577248
257,0.014,0.0006,0.0035,0.4503,0.0,0.516,0.87,0.88,0.23,0.23990808975316563
258,0.0229,0.0043,0.0061,0.3237,0.0003,0.6263,0.87,0.84,0.23,0.23246949704876774
259,0.0399,0.0017,0.0,0.2148,0.0031,0.7246,0.55,0.68,0.21,0.21822243872842448
260,0.0203,0.5083,0.0538,0.0144,0.0186,0.3091,0.73,0.92,0.26,0.24557020837199456
261,0.2758,0.115,0.0073,0.0088,0.0005,0.574,0.92,1.0,0.18,0.2141280954271392
262,0.018000000000000002,0.0,0.0047,0.1117,0.0004,0.845,0.7,0.68,0.23,0.21610992472036755
263,0.0268,0.0039,0.0064,0.1014,0.0007,0.8472,0.45,0.55,0.22,0.20598587864025736
264,0.0436,0.0028,0.0038,0.0125,0.0,0.9188,0.52,0.51,0.22,0.2008494483612997
265,0.0275,0.0015,0.0004,0.0257,0.0007,0.9257,0.35,0.38,0.22,0.1958770389223587
266,0.0262,0.0018,0.004,0.2655,0.001,0.6917,0.55,0.65,0.23,0.2186186431786457
267,0.3545,0.0091,0.0193,0.0367,0.0033,0.5499,0.91,0.9,0.18,0.18889383933453327
268,0.0159,0.0108,0.0025,0.046,0.0,0.9172,0.45,0.7,0.23,0.21452847748329654
269,0.0487,0.0014,0.0006,0.3984,0.0006,0.5365,0.92,0.78,0.22,0.23277222949996915
270,0.1254,0.0023,0.0027,0.2088,0.0009,0.6414,0.9,0.86,0.22,0.2211130560941464
271,0.1454,0.0127,0.0092,0.0062,0.0006,0.8046,0.52,0.76,0.16,0.20032313083774717
272,0.0271,0.0019,0.0107,0.3592,0.0,0.5927,0.94,0.63,0.21,0.22405296273450195
273,0.0678,0.1026,0.0645,0.0098,0.0099,0.6468,0.3,0.54,0.21,0.17378091609972443
274,0.0634,0.7311,0.0034,0.0052,0.0002,0.1821,0.99,1.0,0.27,0.28980356586141476
275,0.0314,0.0,0.0016,0.1551,0.0,0.8036,0.56,0.68,0.23,0.21670258541330317
276,0.0099,0.0021,0.0003,0.1867,0.0,0.7265,0.7,0.69,0.24,0.21440089590787786
277,0.0602,0.0068,0.0137,0.136,0.0006,0.7654,0.53,0.46,0.2,0.19807726840791987
278,0.0302,0.0114,0.0082,0.0095,0.0019,0.9205,0.59,0.58,0.22,0.20578751916816454
279,0.0371,0.7091,0.0135,0.0159,0.0006,0.154,0.87,0.83,0.26,0.27054536809101637
280,0.0256,0.0027,0.0069,0.4782,0.0004,0.4199,0.93,0.67,0.23,0.22369551799379805
281,0.1142,0.4353,0.0059,0.0074,0.0013,0.4128,1.0,1.0,0.27,0.258282368094324
282,0.0436,0.0029,0.0048,0.4744,0.0,0.4581,1.0,0.89,0.23,0.23986472204479636
283,0.0003,0.002,0.0022,0.5937,0.0,0.3953,0.96,0.85,0.24,0.24775849190575366
284,0.0332,0.0025,0.0087,0.2676,0.0004,0.6646,0.68,0.6,0.23,0.21418082761045654
285,0.0155,0.0027,0.0015,0.0112,0.0001,0.9526,0.65,0.64,0.22,0.21242968957868189
286,0.0101,0.0011,0.0,0.5356,0.0,0.4488,0.76,0.84,0.24,0.24244862508743514
287,0.0068,0.002,0.0045,0.4776,0.0,0.5005,0.81,0.89,0.23,0.24167064621126197
288,0.0651,0.0057,0.0122,0.1978,0.0001,0.6857,0.76,0.79,0.23,0.21590564659018432
289,0.0495,0.0056,0.0262,0.2405,0.0008,0.6468,0.31,0.29,0.19,0.18509835202716424
290,0.0053,0.0007,0.0214,0.7192,0.0,0.2481,0.96,0.96,0.24,0.24893195940357024
291,0.1496,0.0074,0.0138,0.005,0.0092,0.7962,0.6,0.66,0.2,0.19706584366244165
292,0.0388,0.0037,0.0074,0.1544,0.0002,0.7786,0.66,0.64,0.23,0.21276213674093702
293,0.016,0.0033,0.0007,0.0047,0.0007,0.9491,0.67,0.57,0.22,0.2087116598485526
294,0.0257,0.0013,0.0012,0.2214,0.0,0.7453,0.6,0.76,0.24,0.22422743346967583
295,0.0891,0.1197,0.2269,0.0021,0.0033,0.4903,0.7,0.71,0.26,0.12695590515286181
296,0.0293,0.0112,0.0045,0.0342,0.0011,0.8925,0.57,0.61,0.24,0.20770698841501678
297,0.0543,0.0022,0.0019,0.2527,0.0,0.6823,0.86,0.81,0.23,0.22826225316114893
298,0.0366,0.3417,0.0023,0.0057,0.0023,0.5086,0.35,0.68,0.26,0.22497910457979187
299,0.0033,0.0011,0.0043,0.4577,0.0,0.5272,0.85,0.82,0.23,0.23918380498877145
300,0.0225,0.0056,0.022,0.3658,0.0001,0.5602,0.9,0.79,0.23,0.22517044482135137
301,0.0289,0.0015,0.0005,0.122,0.0004,0.7683,0.76,0.65,0.23,0.2090767644694778
302,0.0038,0.0175,0.0027,0.4236,0.0003,0.5427,0.75,0.9,0.23,0.24170030401658224
303,0.0145,0.8207,0.01,0.0108,0.001,0.1077,0.94,0.87,0.26,0.2908140675513609
304,0.0238,0.0042,0.0043,0.0016,0.0004,0.9471,0.28,0.29,0.2,0.18907070104725976
305,0.0113,0.919,0.0013,0.001,0.0006,0.0358,0.93,0.93,0.26,0.30538240055045096
306,0.0683,0.3595,0.0159,0.0304,0.0,0.4381,0.42,0.84,0.26,0.2285162405227495
307,0.038,0.0019,0.0088,0.2066,0.0001,0.7207,0.83,0.66,0.23,0.2163927591781514
308,0.0219,0.056,0.002,0.1058,0.0008,0.7649,0.5,0.8,0.22,0.21990372717972045
309,0.1411,0.2576,0.0187,0.0112,0.0017,0.5405,0.71,0.81,0.2,0.22237359854809519
310,0.3099,0.0162,0.0409,0.0531,0.002,0.5524,0.64,0.79,0.17,0.17704772868647656
311,0.035,0.0045,0.004,0.1136,0.0002,0.8253,0.82,0.7,0.21,0.2182002804549322
312,0.0606,0.1387,0.0266,0.0032,0.0006,0.7366,0.58,0.74,0.21,0.21093066123721663
313,0.8346,0.0022,0.0083,0.0024,0.0,0.1485,0.93,0.98,0.18,0.1506741361023583
314,0.0135,0.0056,0.0005,0.4322,0.0025,0.5313,0.88,0.77,0.21,0.2370499360904143
315,0.0124,0.0017,0.0,0.128,0.0,0.8457,0.56,0.66,0.23,0.2170325585507348
316,0.021,0.0028,0.0095,0.5649,0.0013,0.3888,0.94,0.69,0.22,0.2344021098452343
317,0.029,0.0076,0.0189,0.3554,0.0001,0.5689,0.75,0.62,0.22,0.2162454984256494
318,0.0101,0.0007,0.0,0.3361,0.0,0.648,0.53,0.71,0.23,0.22659689785841708
319,0.0266,0.6837,0.0071,0.0007,0.0004,0.2155,0.88,0.93,0.26,0.2763646437726596
320,0.0352,0.0014,0.028,0.5779,0.0002,0.339,0.84,0.59,0.21,0.21919512846240108
321,0.0284,0.0058,0.0047,0.1608,0.0009,0.782,0.43,0.53,0.22,0.20693113199998767
322,0.0773,0.0179,0.0185,0.0139,0.0002,0.8427,0.61,0.65,0.21,0.1994571727915213
323,0.0174,0.0044,0.0,0.7946,0.0,0.1724,0.99,0.88,0.24,0.254818000857516
324,0.0041,0.0006,0.0013,0.4255,0.0,0.5638,0.87,0.83,0.23,0.24013032866535095
325,0.0031,0.0218,0.0258,0.0116,0.0,0.8424,0.1,0.61,0.21,0.1858952878976395
326,0.0231,0.0096,0.0,0.0183,0.0,0.9293,0.57,0.58,0.22,0.20874644890728283
327,0.0081,0.0009,0.0017,0.8254,0.0,0.1585,0.9,0.83,0.23,0.2529572945698758
328,0.1875,0.1607,0.0079,0.0065,0.0,0.6225,0.9,0.98,0.19,0.2254513141283915
329,0.117,0.0731,0.0457,0.0101,0.0058,0.6549,0.67,0.7,0.26,0.18599537839515332
330,0.1645,0.02,0.0107,0.01,0.002,0.7729,0.86,0.92,0.18,0.21144422459856396
331,0.0368,0.0018,0.0411,0.2273,0.0,0.6744,0.66,0.58,0.2,0.19942208533519712
332,0.0233,0.0398,0.0028,0.3198,0.0015,0.6023,0.86,0.86,0.23,0.23837627419009894
333,0.0295,0.0017,0.0021,0.1967,0.0,0.7529,0.72,0.78,0.23,0.22389556760084844
334,0.1662,0.0126,0.0384,0.0165,0.0061,0.7333,0.27,0.39,0.19,0.1680814387961569
